,time,positions_axis_1,positions_axis_2,positions_axis_3,positions_axis_4,positions_axis_5,positions_axis_6,velocities_axis_1,velocities_axis_2,velocities_axis_3,velocities_axis_4,velocities_axis_5,velocities_axis_6,accelerations_axis_1,accelerations_axis_2,accelerations_axis_3,accelerations_axis_4,accelerations_axis_5,accelerations_axis_6
35,3.5,-0.2682450379222575,0.30750677962694134,0.4127448460234289,-0.6749999999999959,0.27464767429448345,0.6518330957058185,-0.07948001123623512,0.09111311988947646,0.07192439882176646,-0.20000000000002596,0.08137708867985795,0.19313573206100912,-1.027676502335444e-11,1.1786424575302734e-11,9.30725888907572e-12,-2.5871963697609293e-11,1.0526066600740397e-11,2.498555808912589e-11
36,3.6,-0.2761930390458805,0.3166180916158884,0.4199372859056051,-0.6949999999999973,0.2827853831624687,0.6711466689119181,-0.0794800112362352,0.09111311988947625,0.0719243988217664,-0.20000000000002577,0.08137708867985788,0.19313573206100926,-1.0207514585191675e-11,1.1703324049507416e-11,9.251858538545507e-12,-2.5705762646018656e-11,1.0456816162577631e-11,2.4791656862270146e-11
37,3.7,-0.28414104016950353,0.3257294036048355,0.4271297257877813,-0.7149999999999986,0.290923092030454,0.6904602421180179,-0.0794800112362352,0.09111311988947625,0.0719243988217664,-0.20000000000002577,0.08137708867985788,0.19313573206100926,-1.0207514585191675e-11,1.1703324049507416e-11,9.251858538545507e-12,-2.5705762646018656e-11,1.0456816162577631e-11,2.4791656862270146e-11
38,3.8,-0.2920890412931265,0.3348407155937825,0.43432216566995746,-0.7349999999999999,0.2990608008984392,0.7097738153241175,-0.0794800112362352,0.09111311988947625,0.0719243988217664,-0.20000000000002577,0.08137708867985788,0.19313573206100926,-1.0207514585191675e-11,1.1703324049507416e-11,9.251858538545507e-12,-2.5705762646018656e-11,1.0456816162577631e-11,2.4791656862270146e-11
39,3.9,-0.30003704241674956,0.3439520275827295,0.4415146055521336,-0.7550000000000012,0.30719850976642454,0.7290873885302173,-0.0794800112362352,0.09111311988947625,0.0719243988217664,-0.20000000000002577,0.08137708867985788,0.19313573206100926,-1.0207514585191675e-11,1.1703324049507416e-11,9.251858538545507e-12,-2.5705762646018656e-11,1.0456816162577631e-11,2.4791656862270146e-11
40,4.0,-0.30798504354037254,0.35306333957167657,0.44870704543430984,-0.7750000000000024,0.31533621863440975,0.7484009617363169,-0.07948001123616473,0.09111311988939563,0.07192439882170247,-0.19999999999984822,0.08137708867978571,0.1931357320608381,6.020633093868188e-11,-6.900113658534923e-11,-5.4472394658807417e-11,1.5149225852479927e-10,-6.164674005246677e-11,-1.462846255749616e-10
41,4.1,-0.3159330446639955,0.36217465156062356,0.4558994853164859,-0.7950000000000035,0.323473927502395,0.7677145349424164,-0.07948001123623517,0.09111311988947639,0.07192439882176623,-0.2000000000000255,0.08137708867985785,0.19313573206100929,-1.009671388413125e-11,1.1592523348446991e-11,9.154907925117635e-12,-2.5428760893367593e-11,1.0346015461517206e-11,2.4570055460149296e-11
42,4.2,-0.3238810457876185,0.37128596354957066,0.46309192519866205,-0.8150000000000048,0.33161163637038027,0.7870281081485162,-0.07948001123623517,0.09111311988947639,0.07192439882176623,-0.2000000000000255,0.08137708867985785,0.19313573206100929,-1.009671388413125e-11,1.1592523348446991e-11,9.154907925117635e-12,-2.5428760893367593e-11,1.0346015461517206e-11,2.4570055460149296e-11
43,4.3,-0.3318290469112415,0.3803972755385176,0.4702843650808382,-0.8350000000000061,0.3397493452383655,0.8063416813546157,-0.07948001123623517,0.09111311988947639,0.07192439882176623,-0.2000000000000255,0.08137708867985785,0.19313573206100929,-1.009671388413125e-11,1.1592523348446991e-11,9.154907925117635e-12,-2.5428760893367593e-11,1.0346015461517206e-11,2.4570055460149296e-11
44,4.4,-0.33977704803486447,0.38950858752746464,0.4774768049630143,-0.8550000000000073,0.34788705410635073,0.8256552545607153,-0.07948001123623506,0.09111311988947639,0.0719243988217664,-0.20000000000002577,0.08137708867985788,0.19313573206100926,-1.0221364672824229e-11,1.1703324049507416e-11,9.251858538545507e-12,-2.5705762646018656e-11,1.0456816162577631e-11,2.4791656862270146e-11
45,4.5,-0.34772504915848745,0.39861989951641164,0.48466924484519047,-0.8750000000000084,0.35602476297433594,0.8449688277668149,-0.07948001123623506,0.09111311988947639,0.0719243988217664,-0.20000000000002577,0.08137708867985788,0.19313573206100926,-1.0221364672824229e-11,1.1703324049507416e-11,9.251858538545507e-12,-2.5705762646018656e-11,1.0456816162577631e-11,2.4791656862270146e-11
46,4.6,-0.3556730502821105,0.4077312115053588,0.49186168472736674,-0.8950000000000099,0.3641624718423213,0.8642824009729148,-0.07948001123623506,0.09111311988947639,0.0719243988217664,-0.20000000000002577,0.08137708867985788,0.19313573206100926,-1.0221364672824229e-11,1.1703324049507416e-11,9.251858538545507e-12,-2.5705762646018656e-11,1.0456816162577631e-11,2.4791656862270146e-11
47,4.7,-0.3636210514057334,0.4168425234943058,0.49905412460954285,-0.9150000000000111,0.37230018071030646,0.8835959741790143,-0.07948001123623515,0.09111311988947635,0.07192439882176647,-0.2000000000000257,0.08137708867985781,0.1931357320610092,-1.0193664497559122e-11,1.1675623874242309e-11,9.210308275647848e-12,-2.5650362295488443e-11,1.0429115987312526e-11,2.476395668700504e-11
48,4.8,-0.37156905252935646,0.4259538354832529,0.5062465644917191,-0.9350000000000125,0.3804378895782918,0.9029095473851141,-0.07948001123623515,0.09111311988947635,0.07192439882176647,-0.2000000000000257,0.08137708867985781,0.1931357320610092,-1.0193664497559122e-11,1.1675623874242309e-11,9.210308275647848e-12,-2.5650362295488443e-11,1.0429115987312526e-11,2.476395668700504e-11
49,4.9,-0.37951705365297944,0.43506514747219993,0.5134390043738952,-0.9550000000000137,0.38857559844627704,0.9222231205912138,-0.07948001123623515,0.09111311988947635,0.07192439882176647,-0.2000000000000257,0.08137708867985781,0.1931357320610092,-1.0193664497559122e-11,1.1675623874242309e-11,9.210308275647848e-12,-2.5650362295488443e-11,1.0429115987312526e-11,2.476395668700504e-11
50,5.0,-0.3874650547766025,0.444176459461147,0.5206314442560714,-0.975000000000015,0.39671330731426224,0.9415366937973134,-0.07948001123623515,0.09111311988947635,0.07192439882176647,-0.2000000000000257,0.08137708867985781,0.1931357320610092,-1.0193664497559122e-11,1.1675623874242309e-11,9.210308275647848e-12,-2.5650362295488443e-11,1.0429115987312526e-11,2.476395668700504e-11
51,5.1,-0.3954130559002255,0.453287771450094,0.5278238841382477,-0.9950000000000164,0.4048510161822476,0.9608502670034132,-0.0794800112362351,0.09111311988947628,0.07192439882176632,-0.20000000000002585,0.08137708867985793,0.19313573206100934,-1.0235214760456781e-11,1.1731024224772522e-11,9.279558713810614e-12,-2.5788863171813974e-11,1.0484516337842738e-11,2.4874757388065464e-11
52,5.2,-0.40336105702384845,0.462399083439041,0.5350163240204238,-1.0150000000000174,0.41298872505023276,0.9801638402095127,-0.0794800112362351,0.09111311988947628,0.07192439882176632,-0.20000000000002585,0.08137708867985793,0.19313573206100934,-1.0235214760456781e-11,1.1731024224772522e-11,9.279558713810614e-12,-2.5788863171813974e-11,1.0484516337842738e-11,2.4874757388065464e-11
53,5.3,-0.41130905814747143,0.4715103954279881,0.5422087639026,-1.0350000000000188,0.42112643391821813,0.9994774134156126,-0.0794800112362351,0.09111311988947628,0.07192439882176632,-0.20000000000002585,0.08137708867985793,0.19313573206100934,-1.0235214760456781e-11,1.1731024224772522e-11,9.279558713810614e-12,-2.5788863171813974e-11,1.0484516337842738e-11,2.4874757388065464e-11
54,5.4,-0.41925705927109447,0.4806217074169351,0.5494012037847762,-1.0550000000000201,0.42926414278620334,1.0187909866217122,-0.0794800112362351,0.09111311988947628,0.07192439882176632,-0.20000000000002585,0.08137708867985793,0.19313573206100934,-1.0235214760456781e-11,1.1731024224772522e-11,9.279558713810614e-12,-2.5788863171813974e-11,1.0484516337842738e-11,2.4874757388065464e-11
55,5.5,-0.4272050603947174,0.4897330194058821,0.5565936436669523,-1.0750000000000213,0.43740185165418854,1.0381045598278118,-0.07948001123623515,0.09111311988947635,0.07192439882176647,-0.2000000000000257,0.08137708867985781,0.1931357320610092,-1.0193664497559122e-11,1.1675623874242309e-11,9.210308275647848e-12,-2.5650362295488443e-11,1.0429115987312526e-11,2.476395668700504e-11
56,5.6,-0.4351530615183405,0.49884433139482925,0.5637860835491285,-1.0950000000000228,0.44553956052217386,1.0574181330339116,-0.07948001123623515,0.09111311988947635,0.07192439882176647,-0.2000000000000257,0.08137708867985781,0.1931357320610092,-1.0193664497559122e-11,1.1675623874242309e-11,9.210308275647848e-12,-2.5650362295488443e-11,1.0429115987312526e-11,2.476395668700504e-11
57,5.7,-0.4431010626419634,0.5079556433837762,0.5709785234313046,-1.115000000000024,0.45367726939015907,1.0767317062400112,-0.07948001123623515,0.09111311988947635,0.07192439882176647,-0.2000000000000257,0.08137708867985781,0.1931357320610092,-1.0193664497559122e-11,1.1675623874242309e-11,9.210308275647848e-12,-2.5650362295488443e-11,1.0429115987312526e-11,2.476395668700504e-11
58,5.8,-0.4510490637655865,0.5170669553727234,0.5781709633134808,-1.1350000000000253,0.46181497825814444,1.096045279446111,-0.07948001123623515,0.09111311988947635,0.07192439882176647,-0.2000000000000257,0.08137708867985781,0.1931357320610092,-1.0193664497559122e-11,1.1675623874242309e-11,9.210308275647848e-12,-2.5650362295488443e-11,1.0429115987312526e-11,2.476395668700504e-11
59,5.9,-0.45899706488920944,0.5261782673616703,0.5853634031956569,-1.1550000000000264,0.4699526871261296,1.1153588526522105,-0.07948001123623515,0.09111311988947635,0.07192439882176618,-0.20000000000002513,0.08137708867985798,0.19313573206100917,-9.972063095438271e-12,1.1426322296856353e-11,9.016407048792103e-12,-2.506865861492121e-11,1.0207514585191675e-11,2.4209953181702915e-11
60,6.0,-0.46694506601283237,0.5352895793506173,0.592555843077833,-1.1750000000000274,0.47809039599411485,1.13467242585831,-0.07948001123623515,0.09111311988947635,0.07192439882176618,-0.20000000000002513,0.08137708867985798,0.19313573206100917,-9.972063095438271e-12,1.1426322296856353e-11,9.016407048792103e-12,-2.506865861492121e-11,1.0207514585191675e-11,2.4209953181702915e-11
61,6.1,-0.47489306713645546,0.5444008913395645,0.5997482829600094,-1.195000000000029,0.48622810486210016,1.15398599906441,-0.07948001123623515,0.09111311988947635,0.07192439882176618,-0.20000000000002513,0.08137708867985798,0.19313573206100917,-9.972063095438271e-12,1.1426322296856353e-11,9.016407048792103e-12,-2.506865861492121e-11,1.0207514585191675e-11,2.4209953181702915e-11
62,6.2,-0.48284106826007844,0.5535122033285115,0.6069407228421855,-1.2150000000000303,0.4943658137300854,1.1732995722705095,-0.07948001123623515,0.09111311988947635,0.07192439882176618,-0.20000000000002513,0.08137708867985798,0.19313573206100917,-9.972063095438271e-12,1.1426322296856353e-11,9.016407048792103e-12,-2.506865861492121e-11,1.0207514585191675e-11,2.4209953181702915e-11
63,6.3,-0.4907890693837015,0.5626235153174586,0.6141331627243617,-1.2350000000000316,0.5025035225980707,1.1926131454766093,-0.0794800112362351,0.09111311988947643,0.07192439882176632,-0.20000000000002585,0.0813770886798578,0.19313573206100934,-1.0235214760456781e-11,1.1744874312405075e-11,9.279558713810614e-12,-2.5788863171813974e-11,1.0484516337842738e-11,2.4874757388065464e-11
64,6.4,-0.4987370705073234,0.5717348273064045,0.6213256026065368,-1.25500000000003,0.5106412314660549,1.2119267186827065,-0.07948001123620359,0.09111311988944029,0.07192439882173779,-0.19999999999994653,0.08137708867982552,0.19313573206093274,2.1218334253052625e-11,-2.432075388274178e-11,-1.9196221458701656e-11,5.337823773581254e-11,-2.1730787495456637e-11,-5.157772634358223e-11
65,6.5,-0.5066850716309449,0.5808461392953497,0.6285180424887117,-1.2750000000000274,0.5187789403340386,1.2312402918888024,-0.07948001123620359,0.09111311988944029,0.07192439882173779,-0.19999999999994653,0.08137708867982552,0.19313573206093274,2.1218334253052625e-11,-2.432075388274178e-11,-1.9196221458701656e-11,5.337823773581254e-11,-2.1730787495456637e-11,-5.157772634358223e-11
66,6.6,-0.5146330727545664,0.589957451284295,0.6357104823708863,-1.2950000000000248,0.5269166492020222,1.2505538650948982,-0.07948001123620359,0.09111311988944029,0.07192439882173779,-0.19999999999994653,0.08137708867982552,0.19313573206093274,2.1218334253052625e-11,-2.432075388274178e-11,-1.9196221458701656e-11,5.337823773581254e-11,-2.1730787495456637e-11,-5.157772634358223e-11
67,6.7,-0.5225810738781878,0.5990687632732401,0.6429029222530611,-1.3150000000000222,0.5350543580700059,1.269867438300994,-0.07948001123620368,0.09111311988944043,0.07192439882173814,-0.19999999999994691,0.0813770886798259,0.1931357320609325,2.1052133201462134e-11,-2.414070274351875e-11,-1.9057720582376247e-11,5.2962735106836314e-11,-2.1550736356233607e-11,-5.1162223714606e-11
68,6.8,-0.5305290750018092,0.6081800752621855,0.650095362135236,-1.3350000000000197,0.5431920669379897,1.28918101150709,-0.07948001123620368,0.09111311988944043,0.07192439882173814,-0.19999999999994691,0.0813770886798259,0.1931357320609325,2.1052133201462134e-11,-2.414070274351875e-11,-1.9057720582376247e-11,5.2962735106836314e-11,-2.1550736356233607e-11,-5.1162223714606e-11
69,6.9,-0.5384770761254305,0.6172913872511306,0.6572878020174107,-1.3550000000000169,0.5513297758059732,1.3084945847131855,-0.07948001123620368,0.09111311988944043,0.07192439882173814,-0.19999999999994691,0.0813770886798259,0.1931357320609325,2.1052133201462134e-11,-2.414070274351875e-11,-1.9057720582376247e-11,5.2962735106836314e-11,-2.1550736356233607e-11,-5.1162223714606e-11
